51368;Taavi;Male;01.01.1930;L;3900
44585;Ludlow;Male;04.01.1930;B;7300
34831;Creighton;Male;06.01.1930;C;1500
41333;Jason;Male;09.01.1930;C;1600
28430;Abeodan;Male;10.01.1930;O;3300
40481;Huyen;Female;10.01.1930;L;7100
50303;Sebastian;Male;10.01.1930;G;9900
51966;Thom;Male;10.01.1930;M;7300
46535;Morgan;Male;11.01.1930;J;9300
36089;Diondre;Male;12.01.1930;J;4000
48680;Prentice;Male;12.01.1930;B;9400
30343;Anneliese;Female;13.01.1930;F;5600
33144;Caitrin;Female;14.01.1930;L;3500
31356;Azaryah;Male;15.01.1930;F;7400
32188;Birdy;Female;15.01.1930;N;5600
42857;Kelsa;Female;16.01.1930;G;6500
46787;Nab;Male;16.01.1930;G;5700
43961;Leilana;Female;17.01.1930;E;4300
48846;Rachel;Female;17.01.1930;K;1300
51838;Terrell;Male;18.01.1930;N;4600
36141;Dolores;Female;19.01.1930;E;6100
50234;Schuyler;Male;19.01.1930;N;1600
33992;Cheryn;Female;20.01.1930;G;3400
51579;Tara;Female;20.01.1930;B;7100
30063;Anaba;Female;21.01.1930;J;3900
34643;Corbin;Male;21.01.1930;A;5500
46142;Michaela;Female;22.01.1930;A;7600
50418;Serefina;Female;22.01.1930;L;9600
34470;Colis;Male;23.01.1930;N;6700
40673;Indira;Female;23.01.1930;M;7100
29749;Alula;Female;24.01.1930;D;7600
30290;Anka;Female;24.01.1930;B;1500
33447;Caroline;Female;26.01.1930;N;2200
30135;Andettan;Male;28.01.1930;M;7900
38035;Fearchar;Male;29.01.1930;G;6900
45674;Mash'al;Male;30.01.1930;G;4500
53823;Yoel;Male;30.01.1930;C;4500
33870;Charon;Male;01.02.1930;J;6300
45698;Matai;Male;01.02.1930;G;4400
33939;Chelsea;Female;03.02.1930;M;5400
46508;Morcades;Female;03.02.1930;I;6500
47164;Nelson;Male;04.02.1930;F;5600
51982;Thormund;Male;06.02.1930;M;9100
41757;Joaquina;Female;07.02.1930;B;6300
29290;Alamea;Female;08.02.1930;D;7100
31207;Avarair;Male;08.02.1930;H;3800
33855;Charlotte;Female;09.02.1930;N;9100
34915;Cuetlachtli;Male;10.02.1930;H;9300
35216;Dane;Male;10.02.1930;F;4200
42734;Kealan;Male;10.02.1930;O;7500
44589;Ludwig;Male;10.02.1930;C;4800
36373;Drummond;Male;11.02.1930;K;5600
41636;Jerrald;Male;11.02.1930;M;2400
35445;Dave;Male;12.02.1930;A;8700
44822;Macbain;Male;12.02.1930;C;3400
48909;Rafferty;Male;12.02.1930;A;3300
29191;Aisley;Female;13.02.1930;J;5700
29940;Amell;Male;13.02.1930;E;4400
34453;Colemann;Male;14.02.1930;I;6900
47729;Oighrig;Female;14.02.1930;B;2300
47733;Oilell;Female;15.02.1930;O;3600
30316;Anna;Male;16.02.1930;H;7500
31499;Balgaire;Male;16.02.1930;E;5200
47932;Orlando;Male;16.02.1930;H;7500
49431;Rilynn;Female;16.02.1930;F;7300
42258;Kaherdin;Male;17.02.1930;N;2500
33198;Calleigh;Female;18.02.1930;A;4000
43471;Kuwanyauma;Female;20.02.1930;M;1500
54108;Zina;Female;20.02.1930;H;3700
50289;Searlait;Female;21.02.1930;G;1900
53803;Yevunye;Female;21.02.1930;F;9700
47214;Nevaeh;Female;22.02.1930;M;9000
32880;Bryana;Female;24.02.1930;O;5800
43359;Kopecky;Male;24.02.1930;N;3300
31516;Bambi;Female;26.02.1930;L;8500
41393;Jayni;Female;27.02.1930;B;8500
32450;Bozena;Female;28.02.1930;J;7200
42377;Kalyn;Female;01.03.1930;L;1800
46544;Morgane;Female;01.03.1930;N;4900
39081;Gilford;Male;03.03.1930;N;6600
46654;Muireach;Male;03.03.1930;H;8800
54168;Zuria;Female;03.03.1930;J;2600
49006;Ramsden;Male;04.03.1930;F;1800
53153;Warrane;Male;04.03.1930;L;4600
29937;Amelia;Female;05.03.1930;H;2400
48212;Pant;Male;05.03.1930;F;6400
33345;Carey;Male;06.03.1930;E;2700
49726;Rousset;Male;06.03.1930;A;9000
31635;Bartel;Male;08.03.1930;M;2700
50277;Seamere;Male;10.03.1930;O;4600
49365;Rice;Male;11.03.1930;K;5100
49813;Rudyard;Male;11.03.1930;H;9300
52174;Tolinka;Female;12.03.1930;M;2900
29247;Akina;Female;13.03.1930;K;8700
38450;Frieda;Female;17.03.1930;O;7300
51243;Sukriti;Female;19.03.1930;M;1000
47947;Ormemund;Male;20.03.1930;A;8800
31548;Baram;Male;21.03.1930;J;6000
31198;Autumn;Female;23.03.1930;E;2600
36836;Efra;Female;23.03.1930;K;7300
33343;Carey;Female;25.03.1930;L;1600
36671;Edda;Female;26.03.1930;D;8400
33986;Cherry;Female;29.03.1930;E;3200
39202;Godalupe;Female;30.03.1930;J;6200
53434;Wilone;Female;30.03.1930;G;3200
31573;Bardo;Male;31.03.1930;O;5600
54052;Zelus;Male;31.03.1930;B;9500
37108;Ellice;Female;01.04.1930;C;9600
42384;Kamal;Male;01.04.1930;B;6900
29858;Amani;Female;02.04.1930;M;3600
42058;Joyann;Female;04.04.1930;H;8100
52568;Tyrianne;Female;05.04.1930;E;6100
38018;Fay;Female;09.04.1930;D;1400
40542;Ichiro;Male;09.04.1930;F;8900
48639;Polydamas;Male;12.04.1930;K;4100
50952;Sobk;Male;12.04.1930;K;5100
31744;Beale;Male;14.04.1930;A;1600
38795;Gary;Male;14.04.1930;K;5100
32540;Brangore;Male;16.04.1930;G;6100
43303;Knocks;Male;16.04.1930;K;6500
43657;Lamorat;Male;16.04.1930;B;3300
52941;Viviana;Female;16.04.1930;O;7400
36726;Edlin;Female;17.04.1930;D;9700
47464;Norcross;Male;19.04.1930;A;1100
46942;Nantosuelta;Female;20.04.1930;C;2100
38852;Gechina;Female;22.04.1930;O;9800
33650;Celeste;Female;23.04.1930;O;9800
37824;Fabion;Male;23.04.1930;G;7700
31062;Attewell;Male;24.04.1930;J;1000
52639;Ulrik;Male;25.04.1930;K;2500
38376;Francoise;Female;27.04.1930;I;1200
42739;Kean;Male;27.04.1930;A;3500
30376;Annwfn;Female;29.04.1930;O;6300
47893;Ordwald;Male;29.04.1930;A;3400
48114;Oya;Male;30.04.1930;J;1700
31528;Banbrigge;Male;02.05.1930;M;7700
35855;Destin;Male;02.05.1930;N;6900
49847;Rushe;Male;03.05.1930;G;3800
30541;Araminte;Female;04.05.1930;A;2800
45342;Marah;Male;05.05.1930;N;9400
29604;Alistair;Male;06.05.1930;B;5800
34838;Creusa;Female;06.05.1930;J;2000
35609;Delaney;Male;06.05.1930;C;1600
29375;Albracca;Female;07.05.1930;I;9100
38678;Garaitz;Female;07.05.1930;G;9300
28576;Adair;Male;08.05.1930;H;1700
45537;Marlena;Female;08.05.1930;B;3700
32135;Bich;Female;09.05.1930;G;5500
42909;Kendrick;Male;10.05.1930;H;2400
49423;Riley;Male;11.05.1930;A;2600
36385;Duane;Male;12.05.1930;E;9900
37351;Engres;Male;12.05.1930;G;3000
45134;Majdy;Male;14.05.1930;M;6500
49699;Rosetta;Female;14.05.1930;L;8900
37997;Fauna;Female;16.05.1930;F;5800
40876;Ita;Female;17.05.1930;I;7400
30281;Anitra;Female;19.05.1930;N;7800
47608;O'brien;Male;22.05.1930;O;8800
50852;Sinclaire;Male;22.05.1930;E;4500
37293;Emma-Lise;Female;23.05.1930;I;9000
35193;Damien;Male;25.05.1930;J;6600
36865;Eginhard;Male;28.05.1930;O;1100
40964;Izsak;Male;29.05.1930;G;1600
48687;Presley;Male;29.05.1930;C;3900
28396;Abdul-Qahhar;Male;30.05.1930;F;8800
41959;Jori;Male;30.05.1930;M;8100
47680;Odion;Male;31.05.1930;C;2800
33431;Caro;Female;02.06.1930;C;9200
37876;Falcon;Male;02.06.1930;D;7400
49939;Sabra;Female;03.06.1930;A;1000
44884;Mackinley;Male;04.06.1930;C;1000
50219;Scead;Male;04.06.1930;J;8300
36788;Eduard;Male;05.06.1930;K;5000
36910;Eithan;Male;07.06.1930;N;5500
53392;Willa;Female;07.06.1930;J;3500
45144;Makahlie;Female;09.06.1930;E;2400
47632;Odakota;Male;10.06.1930;A;4800
34481;Collin;Male;11.06.1930;H;2500
32792;Brochan;Male;12.06.1930;F;6600
44408;Lonell;Male;13.06.1930;I;8600
32061;Beth;Male;14.06.1930;D;6400
39758;Hannah;Male;15.06.1930;H;7300
53742;Yasar;Male;15.06.1930;J;7300
35721;Denisse;Female;17.06.1930;M;4600
36876;Ehud;Male;17.06.1930;B;5800
51291;Susy;Female;17.06.1930;O;9300
33308;Caolabhuinn;Male;18.06.1930;E;3700
37856;Faing;Male;18.06.1930;H;2600
50352;Selby;Male;19.06.1930;I;8200
49366;Rich;Male;20.06.1930;F;4700
53539;Wregan;Male;20.06.1930;I;4500
31589;Barlow;Male;21.06.1930;F;3600
40997;Jackeline;Female;21.06.1930;J;5000
46461;Monica;Female;21.06.1930;L;8000
52180;Tom;Male;21.06.1930;M;9900
29383;Alcides;Male;24.06.1930;K;3300
34176;Cianni;Female;24.06.1930;O;2300
46668;Mukki;Female;24.06.1930;E;9800
51027;Spence;Male;24.06.1930;M;8400
42088;Juanisha;Female;28.06.1930;C;1500
46582;Morrison;Male;02.07.1930;F;7700
50601;Sheedy;Male;02.07.1930;N;7200
34964;Curt;Male;04.07.1930;N;9300
41707;Jilliann;Female;04.07.1930;K;1100
34278;Clarissa;Female;08.07.1930;A;4100
49565;Rodor;Male;09.07.1930;K;4500
51409;Tag;Male;10.07.1930;I;2300
52440;Trumbald;Male;10.07.1930;L;3500
31747;Bealohydig;Male;11.07.1930;I;3700
37955;Farrah;Female;11.07.1930;G;2600
40057;Henley;Male;11.07.1930;B;6900
32406;Bors;Male;12.07.1930;K;3800
39726;Han;Male;13.07.1930;B;5100
32848;Brougher;Male;16.07.1930;O;3400
41862;Jokina;Female;17.07.1930;L;1400
43502;Kyna;Female;18.07.1930;D;8400
43441;Kuhlbert;Male;19.07.1930;D;6300
44928;Maddalene;Female;22.07.1930;I;1100
49855;Russell;Male;22.07.1930;F;8000
41920;Jonnie;Male;23.07.1930;I;3000
46481;Montel;Male;24.07.1930;K;4100
47374;Nissim;Male;24.07.1930;C;9600
47535;Nudd;Male;24.07.1930;J;6600
28721;Adil;Male;26.07.1930;M;6600
29682;Alodie;Female;26.07.1930;B;7800
37153;Eloy;Male;27.07.1930;J;9500
38921;Georgia;Female;27.07.1930;B;9700
50236;Scilti;Male;29.07.1930;E;5200
52591;Uadjit;Female;29.07.1930;K;4000
39065;Gilberto;Male;31.07.1930;O;2100
43759;Larry;Male;31.07.1930;K;6400
52361;Trevian;Male;01.08.1930;K;2000
37739;Evelyn;Female;02.08.1930;A;5000
42886;Ken;Male;06.08.1930;A;4200
41288;Jaren;Male;07.08.1930;N;7400
45619;Martha;Female;07.08.1930;O;4300
36286;Dorren;Male;09.08.1930;D;8600
35911;Deverel;Male;10.08.1930;I;7200
30485;Aoibheann;Female;11.08.1930;J;3100
38203;Fionn;Female;11.08.1930;F;7200
39167;Gitta;Female;12.08.1930;D;4900
51108;Stefana;Female;12.08.1930;O;7000
34000;Cheston;Male;13.08.1930;K;4100
43109;Kharouf;Male;13.08.1930;A;7400
54166;Zulima;Female;13.08.1930;D;9800
46360;Mitchel;Male;16.08.1930;O;7600
51878;Tevis;Male;16.08.1930;M;4400
48906;Rafe;Male;17.08.1930;D;6800
36405;Dudon;Male;19.08.1930;E;3100
44170;Liesl;Female;19.08.1930;J;3200
50425;Serhild;Female;19.08.1930;F;1600
48320;Payne;Male;21.08.1930;L;6400
47456;Norbert;Male;22.08.1930;K;7200
39245;Gordain;Male;23.08.1930;H;3500
31385;Azizi;Male;28.08.1930;K;9100
46092;Merric;Male;31.08.1930;N;9600
47317;Nijlon;Female;02.09.1930;D;2000
52039;Tien;Female;03.09.1930;I;9700
31314;Ayame;Female;04.09.1930;J;6800
33485;Carvell;Male;04.09.1930;D;7600
34959;Curran;Male;04.09.1930;G;4100
42234;Kaedee;Male;04.09.1930;G;1200
42781;Keely;Female;05.09.1930;L;8500
47241;Ngu;Female;05.09.1930;B;6800
31552;Barbel;Female;06.09.1930;H;2700
51351;Symeon;Male;06.09.1930;F;6000
50735;Shyam;Male;09.09.1930;D;9500
30868;Asad;Male;11.09.1930;A;4300
45316;Manuel;Male;11.09.1930;A;1600
43253;Kirati;Female;12.09.1930;D;6100
28991;Aglaeca;Male;13.09.1930;K;4700
29598;Alison;Female;14.09.1930;L;7400
45151;Makawee;Female;14.09.1930;D;6900
37923;Faren;Female;16.09.1930;L;7800
35955;Devorah;Female;17.09.1930;I;6400
44280;Linsey;Female;17.09.1930;N;8200
28762;Admetus;Male;21.09.1930;K;1500
30686;Arik;Male;21.09.1930;O;5400
32186;Birdoswald;Male;21.09.1930;I;3800
28541;Acheflow;Female;22.09.1930;J;5100
42465;Kapital;Female;24.09.1930;N;6800
51539;Tamsin;Female;24.09.1930;K;2200
35869;Destrey;Male;25.09.1930;O;1600
46044;Menw;Male;25.09.1930;F;6300
31021;Athdara;Female;27.09.1930;L;4300
42744;Keandre;Male;28.09.1930;M;2500
34253;Clamedeus;Male;29.09.1930;D;4700
39636;Hakeem;Male;29.09.1930;C;7700
30024;Amora;Female;30.09.1930;G;4300
52778;Vanna;Female;30.09.1930;H;9100
43694;Lange;Male;03.10.1930;B;6800
48131;Pacorro;Male;03.10.1930;B;2400
28877;Aerlene;Female;04.10.1930;D;2200
31365;Azhar;Female;09.10.1930;I;6900
28796;Adra;Female;10.10.1930;H;8300
28833;Adwoa;Female;11.10.1930;K;1200
45531;Marleene;Female;12.10.1930;F;3700
50968;Solange;Female;13.10.1930;I;1300
30400;Anselmo;Male;14.10.1930;F;7800
48880;Raedan;Male;15.10.1930;K;3800
52875;Victorine;Female;16.10.1930;G;4700
37389;Eoghan;Male;17.10.1930;O;2600
50250;Scottie;Male;17.10.1930;L;6300
49781;Royse;Male;18.10.1930;I;7500
38204;Fionn;Male;19.10.1930;M;5500
48288;Patrick;Male;20.10.1930;E;7000
52685;Uriah;Male;20.10.1930;C;8600
28890;Aethelbald;Male;21.10.1930;O;5600
44810;Macalpin;Male;21.10.1930;B;8700
41021;Jacquelyne;Female;22.10.1930;N;6600
39018;Gherardo;Male;23.10.1930;N;4800
47627;Ocvran;Male;24.10.1930;L;8400
51100;Steathford;Male;25.10.1930;L;5100
37816;Eztli;Male;26.10.1930;M;6700
42655;Katrina;Female;26.10.1930;C;7400
41738;Jizelle;Female;27.10.1930;E;7600
33270;Camila;Female;28.10.1930;K;1500
35898;Deven;Male;28.10.1930;L;7000
41045;Jadyn;Female;01.11.1930;H;2900
47587;Nyoko;Female;02.11.1930;A;1100
52967;Von;Male;03.11.1930;K;2000
39492;Gustave;Male;05.11.1930;F;6000
40037;Helle;Female;05.11.1930;F;9000
53560;Wurt;Male;06.11.1930;J;9600
47686;Odon;Male;10.11.1930;F;2200
52611;Udo;Male;10.11.1930;B;8900
32629;Brenten;Male;11.11.1930;A;7100
33167;Caldwiella;Male;13.11.1930;A;5300
38816;Gavin;Male;13.11.1930;D;8500
36343;Drew;Female;14.11.1930;C;5200
31800;Bedivere;Male;15.11.1930;E;6100
43545;Lacee;Female;16.11.1930;L;3400
29982;Aminia;Female;17.11.1930;I;9000
36970;Eldwyn;Male;17.11.1930;D;8500
45601;Marshal;Male;17.11.1930;M;1900
32638;Breri;Male;18.11.1930;K;2000
32990;Burney;Male;18.11.1930;A;8100
34273;Clarine;Female;21.11.1930;I;1700
28462;Abir;Female;25.11.1930;O;3000
48949;Rainaa;Female;25.11.1930;O;6900
48065;Othman;Male;27.11.1930;J;3500
48209;Pansy;Female;27.11.1930;J;8200
35215;Dane;Male;29.11.1930;K;1300
31936;Beowulf;Male;30.11.1930;A;7400
34887;Cromwell;Male;02.12.1930;J;9400
33062;Cadi;Female;04.12.1930;K;1700
48289;Patrick;Male;04.12.1930;H;2800
50257;Scowyrhta;Male;05.12.1930;K;1200
48057;Oswy;Male;06.12.1930;D;8900
39765;Hannele;Female;08.12.1930;N;6900
29932;Ameenah;Female;09.12.1930;O;4800
30308;Anna;Female;09.12.1930;I;2900
47127;Nehanda;Female;09.12.1930;J;4200
54175;Zuzana;Female;09.12.1930;J;3900
29321;Al-Asfan;Male;10.12.1930;B;3100
46948;Naomhan;Male;10.12.1930;F;9200
34372;Clust;Male;12.12.1930;C;5700
36307;Douglas;Male;12.12.1930;O;7400
38558;Gail;Male;12.12.1930;F;8200
43783;Latif;Male;13.12.1930;N;9800
38251;Fitzwalter;Male;17.12.1930;I;4400
43771;Laszlo;Male;17.12.1930;H;9700
36488;Dwain;Male;18.12.1930;J;1000
39089;Gilleabart;Male;18.12.1930;N;2500
35048;Dacey;Male;20.12.1930;K;7400
46883;Najlaa;Female;20.12.1930;G;9900
48041;Osryd;Male;21.12.1930;G;7800
28755;Adkyn;Male;22.12.1930;D;4700
37912;Fara;Female;23.12.1930;A;3600
39112;Gilmore;Male;24.12.1930;M;6900
32527;Brandie;Female;27.12.1930;B;6200
38219;Fishel;Male;30.12.1930;K;1400
31379;Aziza;Female;31.12.1930;D;4300
41500;Jenalyss;Female;31.12.1930;F;2700
50549;Sharif;Male;31.12.1930;K;2900
43358;Koofrey;Male;01.01.1931;C;7600
48886;Raedeman;Male;01.01.1931;E;3600
52358;Trevan;Male;04.01.1931;F;9800
52827;Verbrugge;Male;05.01.1931;H;2700
45544;Marley;Female;06.01.1931;I;3600
